matchId,teamId,passes_total,passes_accurate,long_balls,final_third_entries,box_entries,wide_actions,defensive_duels,high_press_actions,set_pieces,shots_total,goals,avg_pass_distance_m,avg_forward_progress,league_code,pass_accuracy_pct,long_ball_pct,wide_action_pct,high_press_pct
2565567,701,426,339,106,77,22,308,68,15,52,13,0,21.976911656698388,2.6007416563658836,Spain,79.5774647887324,24.88262910798122,72.30046948356808,22.058823529411764
2565568,682,452,397,92,57,26,297,44,10,40,14,3,23.015349795906538,1.8987688098495212,Spain,87.83185840707965,20.353982300884958,65.7079646017699,22.727272727272727
2565568,684,468,396,85,59,27,326,55,17,29,7,1,21.98174397892287,3.371308016877637,Spain,84.61538461538461,18.162393162393162,69.65811965811966,30.909090909090907
2565569,677,323,238,75,43,38,243,82,25,43,7,2,19.73706138103628,3.500709219858156,Spain,73.68421052631578,23.219814241486066,75.23219814241486,30.48780487804878
2565569,687,439,377,66,55,24,290,79,28,39,14,4,18.5142949328794,3.9313725490196076,Spain,85.87699316628702,15.034168564920272,66.05922551252847,35.44303797468354
2565570,674,443,373,89,67,31,296,78,20,38,8,0,20.155574789817315,3.9044117647058822,Spain,84.19864559819413,20.090293453724605,66.81715575620768,25.64102564102564
2565570,679,471,396,77,61,22,345,58,17,48,12,0,18.42633923897123,4.753026634382566,Spain,84.07643312101911,16.348195329087048,73.24840764331209,29.310344827586203
2565571,675,579,498,88,83,54,424,43,20,56,19,1,21.165649227724067,0.16630434782608697,Spain,86.01036269430051,15.198618307426598,73.22970639032815,46.51162790697674
2565571,695,231,181,57,41,8,174,63,21,42,5,1,23.566720437234867,1.39198606271777,Spain,78.35497835497836,24.675324675324674,75.32467532467533,33.33333333333333
2565572,698,261,177,67,66,12,174,68,26,45,8,2,21.513224919943887,6.644518272425249,Spain,67.81609195402298,25.67049808429119,66.66666666666666,38.23529411764706
2565572,712,414,333,101,69,18,326,69,21,54,12,1,24.021219132869806,3.8457772337821297,Spain,80.43478260869566,24.396135265700483,78.74396135265701,30.434782608695656
2565573,692,538,476,113,70,39,338,61,28,49,14,1,23.223244299577203,1.273660205245154,Spain,88.47583643122677,21.00371747211896,62.825278810408925,45.90163934426229
2565573,696,231,176,59,44,11,155,72,24,53,4,0,23.10136971862849,3.963570127504554,Spain,76.19047619047619,25.541125541125542,67.09956709956711,33.33333333333333
2565574,678,353,281,75,52,23,223,73,19,48,5,2,19.476358775710462,4.089051094890511,Spain,79.60339943342775,21.246458923512748,63.172804532577906,26.027397260273972
2565574,756,381,309,97,71,20,261,50,25,40,8,0,19.61224037998844,4.688856729377713,Spain,81.10236220472441,25.45931758530184,68.50393700787401,50.0
2565575,680,509,422,88,64,30,404,79,20,54,11,3,20.117886224145447,2.010649627263046,Spain,82.90766208251473,17.288801571709232,79.3713163064833,25.31645569620253
2565575,701,321,246,62,59,14,230,65,27,49,6,0,19.19377105820775,4.6884561891516,Spain,76.63551401869158,19.314641744548286,71.65109034267913,41.53846153846154
2565576,683,392,319,91,52,26,287,75,37,48,13,1,21.291529060507678,1.516971279373368,Spain,81.37755102040816,23.214285714285715,73.21428571428571,49.333333333333336
2565576,714,392,325,78,42,19,254,56,16,48,10,3,20.610635736467454,3.624839948783611,Spain,82.90816326530613,19.897959183673468,64.79591836734694,28.57142857142857
2565577,676,695,634,110,62,38,520,43,14,52,16,5,19.1337546665262,0.8349514563106796,Spain,91.22302158273381,15.827338129496402,74.82014388489209,32.55813953488372
2565577,691,183,129,42,31,15,124,65,30,39,8,0,18.908972507458383,3.050955414012739,Spain,70.49180327868852,22.950819672131146,67.75956284153006,46.15384615384615
2565578,678,367,301,76,51,23,254,73,34,39,9,0,20.170206684021082,3.7094499294781382,Spain,82.01634877384197,20.708446866485016,69.20980926430518,46.57534246575342
2565578,714,450,372,84,62,20,316,57,16,53,10,1,20.46330350613324,2.1731493099121706,Spain,82.66666666666667,18.666666666666668,70.22222222222221,28.07017543859649
2565579,680,471,406,74,67,21,320,78,20,41,10,1,18.546152885819513,3.950413223140496,Spain,86.1995753715499,15.711252653927813,67.94055201698514,25.64102564102564
2565579,756,367,307,109,57,28,249,73,28,55,8,0,23.15807058165202,3.076294277929155,Spain,83.65122615803816,29.70027247956403,67.8474114441417,38.35616438356164
2565580,676,637,575,100,111,38,405,47,27,52,6,2,20.932046300310386,2.918,Spain,90.2668759811617,15.698587127158556,63.57927786499214,57.446808510638306
2565580,698,232,167,75,44,17,172,62,12,36,11,1,22.968289773424196,3.9444444444444446,Spain,71.98275862068965,32.327586206896555,74.13793103448276,19.35483870967742
2565581,677,275,214,47,46,17,191,72,24,37,9,1,18.849969609251115,4.312091503267974,Spain,77.81818181818181,17.09090909090909,69.45454545454545,33.33333333333333
2565581,684,447,375,104,50,36,324,62,22,52,14,2,21.75202124182717,1.938875305623472,Spain,83.89261744966443,23.2662192393736,72.48322147651007,35.483870967741936
2565582,701,349,258,110,60,19,257,62,25,67,5,1,22.136191341241275,3.3558441558441556,Spain,73.92550143266476,31.51862464183381,73.63896848137536,40.32258064516129
2565582,712,239,155,74,61,15,177,70,16,68,5,0,21.40448049023872,6.471726190476191,Spain,64.85355648535564,30.962343096234306,74.05857740585773,22.857142857142858
2565583,675,443,371,79,64,37,353,69,23,42,16,2,20.669948936659033,3.879245283018868,Spain,83.7471783295711,17.83295711060948,79.68397291196389,33.33333333333333
2565583,687,443,387,72,40,27,300,64,20,36,10,1,19.93961937291599,2.1020408163265305,Spain,87.3589164785553,16.252821670428894,67.72009029345372,31.25
2565584,682,403,350,62,59,27,304,88,36,42,14,3,22.470343019432548,3.2258883248730963,Spain,86.848635235732,15.384615384615385,75.43424317617865,40.909090909090914
2565584,696,351,288,91,47,14,234,59,13,48,13,0,23.940263550021637,0.594311377245509,Spain,82.05128205128204,25.925925925925924,66.66666666666666,22.033898305084744
2565585,691,309,251,52,45,14,232,83,15,50,8,2,17.957981345220322,3.446559297218155,Spain,81.22977346278317,16.828478964401295,75.08090614886731,18.072289156626507
2565585,692,580,502,108,66,28,379,58,16,48,9,1,18.693175550365954,3.5172413793103448,Spain,86.55172413793103,18.620689655172416,65.3448275862069,27.586206896551722
2565586,679,621,536,88,77,36,424,45,19,48,15,1,19.983487979849123,1.2648008611410118,Spain,86.31239935587762,14.170692431561996,68.27697262479872,42.22222222222222
2565586,683,308,244,59,41,14,210,67,31,47,7,0,20.748074763503922,4.734076433121019,Spain,79.22077922077922,19.155844155844157,68.18181818181817,46.26865671641791
2565587,674,418,324,85,79,33,284,65,16,50,12,1,19.962414368317777,5.4152431011826545,Spain,77.51196172248804,20.334928229665074,67.94258373205741,24.615384615384617
2565587,695,354,279,81,56,26,251,63,32,46,8,1,20.155673149888546,3.6488340192043895,Spain,78.8135593220339,22.88135593220339,70.90395480225989,50.79365079365079
2565588,692,536,462,98,62,25,333,42,10,45,8,1,19.399774389909282,2.6901408450704225,Spain,86.19402985074626,18.28358208955224,62.126865671641795,23.809523809523807
2565588,698,267,188,64,59,29,161,86,29,46,9,1,19.98880107232229,5.488888888888889,Spain,70.4119850187266,23.970037453183522,60.2996254681648,33.72093023255814
2565589,678,508,430,100,72,41,351,72,21,46,8,1,21.03736673297676,2.2187134502923977,Spain,84.64566929133859,19.68503937007874,69.09448818897637,29.166666666666668
2565589,679,385,311,77,59,19,268,43,8,36,11,2,19.913128073142573,3.631054131054131,Spain,80.77922077922078,20.0,69.61038961038962,18.6046511627907
2565590,680,568,484,90,83,43,395,76,29,53,14,1,19.95921904854799,1.35832414553473,Spain,85.2112676056338,15.845070422535212,69.54225352112677,38.15789473684211
2565590,714,396,337,56,53,11,224,49,11,45,4,0,18.67148198266634,3.6587743732590527,Spain,85.1010101010101,14.14141414141414,56.56565656565656,22.448979591836736
2565591,687,541,463,91,90,39,367,71,10,36,9,0,19.30572464944815,3.84478672985782,Spain,85.58225508317929,16.820702402957487,67.8373382624769,14.084507042253522
2565591,695,235,178,47,40,18,158,42,15,49,9,1,19.970323437356946,4.420212765957447,Spain,75.74468085106383,20.0,67.23404255319149,35.714285714285715
2565592,676,579,504,100,53,30,411,37,6,44,9,5,19.14001996366503,2.0741150442477876,Spain,87.04663212435233,17.271157167530223,70.98445595854922,16.216216216216218
2565592,701,374,306,79,69,17,245,83,25,30,12,1,19.54949868408176,3.164963503649635,Spain,81.81818181818183,21.12299465240642,65.50802139037432,30.120481927710845
2565593,682,458,392,83,55,27,344,42,21,37,13,0,19.613255872886853,2.4273399014778323,Spain,85.58951965065502,18.12227074235808,75.10917030567686,50.0
2565593,691,373,299,80,56,24,251,56,15,49,9,0,19.447088094358794,3.844155844155844,Spain,80.16085790884718,21.447721179624665,67.29222520107238,26.785714285714285
2565594,677,389,324,102,71,22,282,40,18,53,11,1,21.85790245007941,2.6642120765832105,Spain,83.29048843187661,26.221079691516707,72.49357326478149,45.0
2565594,696,356,301,61,57,7,245,85,28,51,7,0,19.069704444148858,3.887978142076503,Spain,84.5505617977528,17.134831460674157,68.82022471910112,32.94117647058823
2565595,674,454,394,110,59,26,324,82,21,35,14,5,21.936620972683876,2.6645807259073844,Spain,86.78414096916299,24.229074889867842,71.36563876651982,25.609756097560975
2565595,683,460,374,77,73,24,324,56,13,49,9,0,18.171563455842826,3.335907335907336,Spain,81.30434782608695,16.73913043478261,70.43478260869566,23.214285714285715
2565596,675,549,479,105,77,74,367,60,32,41,23,0,20.23197389513732,0.8604651162790697,Spain,87.24954462659382,19.12568306010929,66.8488160291439,53.333333333333336
2565596,684,358,303,56,46,14,255,62,17,40,10,1,20.616515133937277,5.564963503649635,Spain,84.63687150837988,15.64245810055866,71.22905027932961,27.419354838709676
2565597,712,381,310,92,69,23,272,74,26,57,12,0,20.537175902803252,2.9730423620025674,Spain,81.36482939632546,24.146981627296586,71.39107611548556,35.13513513513514
2565597,756,257,191,67,46,13,174,63,25,51,10,0,18.291738349493286,6.0131147540983605,Spain,74.31906614785993,26.07003891050584,67.70428015564202,39.682539682539684
2565598,675,555,492,81,81,33,417,53,31,52,20,2,18.35999738762076,3.029768467475193,Spain,88.64864864864866,14.594594594594595,75.13513513513513,58.490566037735846
2565598,696,255,206,40,37,10,178,67,18,44,7,1,18.502870459509612,3.236521739130435,Spain,80.7843137254902,15.686274509803921,69.80392156862744,26.865671641791046
2565599,678,457,392,67,71,24,309,68,15,35,7,2,18.71795178021839,3.375598086124402,Spain,85.77680525164114,14.660831509846828,67.6148796498906,22.058823529411764
2565599,683,378,313,80,67,34,264,69,20,39,14,3,20.408421610386267,2.360056258790436,Spain,82.8042328042328,21.164021164021165,69.84126984126983,28.985507246376812
2565600,677,487,421,63,57,25,320,57,10,54,21,1,18.749499637078287,2.561611374407583,Spain,86.44763860369609,12.93634496919918,65.70841889117042,17.543859649122805
2565600,691,284,227,50,30,28,199,74,17,38,13,2,19.903266130309614,2.3899159663865546,Spain,79.92957746478874,17.6056338028169,70.07042253521126,22.972972972972975
2565601,679,316,261,74,44,21,235,60,12,54,12,2,19.801242767124585,1.8906942392909896,Spain,82.59493670886076,23.417721518987342,74.36708860759494,20.0
2565601,680,541,475,70,63,37,361,66,13,45,9,0,17.774968310669724,3.161142857142857,Spain,87.8003696857671,12.939001848428836,66.72828096118299,19.696969696969695
2565602,712,256,189,66,53,22,196,99,17,34,7,2,18.227424838823563,5.2901639344262295,Spain,73.828125,25.78125,76.5625,17.17171717171717
2565602,714,640,568,79,73,33,427,55,14,43,6,0,16.96953220950652,2.3069306930693068,Spain,88.75,12.34375,66.71875,25.454545454545453
2565603,676,519,442,87,69,26,307,66,17,44,7,1,19.06194987861869,3.267792521109771,Spain,85.16377649325626,16.76300578034682,59.15221579961464,25.757575757575758
2565603,756,313,249,68,49,21,197,61,21,42,11,0,20.577663440817194,2.045886075949367,Spain,79.55271565495208,21.72523961661342,62.939297124600635,34.42622950819672
2565604,682,418,350,73,74,26,298,66,24,48,7,0,18.433680884417743,2.788860103626943,Spain,83.73205741626795,17.464114832535884,71.29186602870813,36.36363636363637
2565604,698,278,203,79,47,18,194,69,14,52,15,4,22.003661811465854,2.7672955974842766,Spain,73.02158273381295,28.41726618705036,69.7841726618705,20.28985507246377
2565605,684,630,580,91,59,31,428,40,15,31,12,4,19.817083064959053,1.72136563876652,Spain,92.06349206349206,14.444444444444443,67.93650793650794,37.5
2565605,695,271,223,56,35,22,197,59,21,42,7,0,18.767720679781505,2.944547134935305,Spain,82.28782287822878,20.66420664206642,72.69372693726937,35.59322033898305
2565606,692,438,333,103,67,24,285,57,9,54,9,3,20.28000794654937,5.83794466403162,Spain,76.02739726027397,23.515981735159816,65.06849315068493,15.789473684210526
2565606,701,434,324,128,101,29,317,58,27,45,6,0,22.01788853986763,4.511873350923483,Spain,74.65437788018433,29.493087557603687,73.04147465437788,46.55172413793103
2565607,674,334,279,55,44,26,202,76,13,38,12,3,18.813254091337072,3.312307692307692,Spain,83.53293413173652,16.46706586826347,60.47904191616767,17.105263157894736
2565607,687,492,427,68,79,34,373,47,22,47,13,2,18.953648418128207,1.6675324675324674,Spain,86.78861788617887,13.821138211382115,75.8130081300813,46.808510638297875
2565608,674,284,234,52,37,17,182,58,17,51,9,2,18.67684751076937,3.7984848484848484,Spain,82.3943661971831,18.30985915492958,64.08450704225352,29.310344827586203
2565608,678,456,389,77,66,23,305,74,22,39,14,2,18.30410302792576,3.947630922693267,Spain,85.30701754385966,16.885964912280702,66.8859649122807,29.72972972972973
2565609,675,640,580,102,79,53,433,37,19,38,22,2,20.816906771212164,0.5280665280665281,Spain,90.625,15.937499999999998,67.65625,51.35135135135135
2565609,691,338,280,69,41,22,247,48,12,34,6,0,21.18270300788735,2.930976430976431,Spain,82.84023668639054,20.414201183431953,73.07692307692307,25.0
2565610,679,550,463,102,93,31,374,66,30,46,8,0,18.833912603972454,4.465016146393972,Spain,84.18181818181819,18.545454545454547,68.0,45.45454545454545
2565610,712,353,266,70,51,29,251,72,21,41,6,0,18.36219543115203,5.390041493775934,Spain,75.3541076487252,19.8300283286119,71.10481586402267,29.166666666666668
2565611,684,357,291,59,45,14,244,76,23,41,9,4,19.725695008080443,2.960902255639098,Spain,81.5126050420168,16.5266106442577,68.34733893557423,30.263157894736842
2565611,687,431,372,60,77,39,307,43,14,57,17,4,20.298420057263886,1.0503311258278145,Spain,86.3109048723898,13.921113689095128,71.22969837587007,32.55813953488372
2565612,692,535,472,81,56,21,314,53,16,41,13,2,19.595518859877007,1.6869772998805257,Spain,88.22429906542057,15.14018691588785,58.69158878504673,30.18867924528302
2565612,756,270,210,45,40,14,187,62,24,38,9,3,18.72481010050505,3.8624338624338623,Spain,77.77777777777779,16.666666666666664,69.25925925925925,38.70967741935484
2565613,680,533,446,86,77,30,369,73,17,46,11,1,19.656823394903054,1.7076411960132891,Spain,83.67729831144464,16.135084427767353,69.23076923076923,23.28767123287671
2565613,683,279,219,58,39,14,192,65,21,59,9,0,18.69019470330686,4.872274143302181,Spain,78.49462365591397,20.78853046594982,68.81720430107528,32.30769230769231
2565614,695,454,382,101,77,28,324,51,15,58,10,0,21.228957255461545,1.5258397932816536,Spain,84.14096916299559,22.24669603524229,71.36563876651982,29.411764705882355
2565614,696,240,191,54,39,13,153,69,20,54,7,2,19.988347228163914,4.444073455759599,Spain,79.58333333333333,22.5,63.74999999999999,28.985507246376812
2565615,676,492,427,73,60,49,340,49,17,36,19,3,19.894182639618847,0.22249690976514216,Spain,86.78861788617887,14.83739837398374,69.10569105691057,34.69387755102041
2565615,714,539,476,68,40,25,341,64,12,37,7,0,18.058816885005196,1.8803827751196172,Spain,88.31168831168831,12.615955473098332,63.26530612244898,18.75
2565616,682,519,439,102,67,36,351,63,28,51,11,2,19.691024928308476,1.7052023121387283,Spain,84.58574181117534,19.653179190751445,67.63005780346822,44.44444444444444
2565616,701,342,278,70,67,14,250,53,16,51,7,0,19.254461927879678,3.7019089574155655,Spain,81.28654970760235,20.46783625730994,73.09941520467837,30.18867924528302
2565617,677,430,342,74,63,31,308,48,14,61,14,2,18.844361620832945,2.1915945611866503,Spain,79.53488372093022,17.209302325581397,71.62790697674419,29.166666666666668
2565617,698,237,159,55,49,18,173,84,24,56,9,1,17.308847304456087,4.923076923076923,Spain,67.08860759493672,23.20675105485232,72.9957805907173,28.57142857142857
2565618,682,389,327,63,42,18,246,81,15,41,10,2,17.73408298910679,3.5778688524590163,Spain,84.06169665809769,16.195372750642672,63.239074550128535,18.51851851851852
2565618,756,368,300,120,66,40,263,34,24,55,23,1,23.86728271639958,0.7734487734487735,Spain,81.52173913043478,32.608695652173914,71.46739130434783,70.58823529411765
2565619,675,538,461,73,61,30,388,55,20,59,15,2,17.402638953126303,3.4905869324473975,Spain,85.68773234200744,13.568773234200743,72.11895910780669,36.36363636363637
2565619,698,239,174,42,39,20,173,74,17,42,7,1,17.850694570532468,3.5607142857142855,Spain,72.80334728033473,17.573221757322173,72.38493723849372,22.972972972972975
2565620,674,359,303,51,41,24,213,64,12,41,12,6,18.63291303081946,3.5374045801526717,Spain,84.40111420612814,14.206128133704734,59.33147632311978,18.75
2565620,684,510,442,61,54,36,364,49,16,42,10,3,18.827373664726554,1.221951219512195,Spain,86.66666666666667,11.96078431372549,71.37254901960785,32.6530612244898
2565621,677,337,260,77,52,26,252,54,21,49,8,0,20.573397571102255,5.626506024096385,Spain,77.1513353115727,22.8486646884273,74.77744807121661,38.88888888888889
2565621,701,436,338,116,85,25,325,60,20,58,10,0,22.22253245246412,2.8550531914893615,Spain,77.52293577981652,26.605504587155966,74.54128440366972,33.33333333333333
2565622,678,261,193,63,51,28,183,59,27,41,13,1,20.76167741646223,3.168539325842697,Spain,73.9463601532567,24.137931034482758,70.11494252873564,45.76271186440678
2565622,680,409,337,68,61,36,254,75,22,49,13,0,18.609186583553022,3.1815950920245397,Spain,82.3960880195599,16.625916870415647,62.10268948655256,29.333333333333332
2565623,687,635,569,92,81,29,445,59,14,54,11,2,17.2919459469556,2.624,Spain,89.60629921259843,14.488188976377952,70.07874015748031,23.728813559322035
2565623,696,209,157,49,36,19,145,71,17,43,8,0,18.032557389127533,4.135869565217392,Spain,75.11961722488039,23.444976076555022,69.377990430622,23.943661971830984
2565624,683,369,292,76,53,16,258,72,25,55,11,0,18.29489008960434,3.0517464424320826,Spain,79.13279132791328,20.59620596205962,69.91869918699187,34.72222222222222
2565624,712,290,218,74,48,24,208,82,23,51,16,2,19.32240726359426,4.761834319526627,Spain,75.17241379310344,25.517241379310345,71.72413793103448,28.04878048780488
2565625,691,427,335,112,78,40,302,43,11,52,16,0,23.373123343571343,1.8272251308900525,Spain,78.4543325526932,26.229508196721312,70.72599531615926,25.581395348837212
2565625,695,302,226,76,60,21,196,66,26,45,13,0,20.34905385968255,4.722049689440993,Spain,74.83443708609272,25.165562913907287,64.90066225165563,39.39393939393939
2565626,676,708,636,92,107,44,505,58,25,36,13,1,18.445135063600883,3.701285855588526,Spain,89.83050847457628,12.994350282485875,71.32768361581921,43.103448275862064
2565626,679,320,259,44,44,10,213,83,15,38,5,1,18.628983943450002,3.9936305732484074,Spain,80.9375,13.750000000000002,66.5625,18.072289156626507
2565627,692,334,278,63,34,15,263,54,10,37,12,5,20.652051138579125,2.037643207855974,Spain,83.23353293413174,18.862275449101794,78.74251497005989,18.51851851851852
2565627,714,468,412,63,60,42,293,50,28,47,22,2,20.6904352008614,0.5183727034120735,Spain,88.03418803418803,13.461538461538462,62.60683760683761,56.00000000000001
2565628,695,352,281,80,57,15,269,69,26,53,5,1,17.76082383913161,4.295125164690382,Spain,79.82954545454545,22.727272727272727,76.42045454545455,37.68115942028986
2565628,698,340,266,76,56,26,238,80,23,56,9,1,17.85177719733083,5.07095046854083,Spain,78.23529411764706,22.35294117647059,70.0,28.749999999999996
2565629,676,687,627,105,80,35,481,41,21,34,11,2,18.33253355923168,1.5247524752475248,Spain,91.26637554585153,15.283842794759824,70.01455604075691,51.21951219512195
2565629,683,353,297,57,43,17,265,68,17,32,12,0,19.278448933557794,4.084260731319555,Spain,84.13597733711048,16.147308781869686,75.07082152974505,25.0
2565630,682,496,426,74,65,40,308,76,29,36,24,3,19.861469872690822,1.1518072289156627,Spain,85.88709677419355,14.919354838709678,62.096774193548384,38.15789473684211
2565630,714,447,393,50,54,27,274,61,21,49,15,0,17.423575311370886,2.670761670761671,Spain,87.91946308724832,11.185682326621924,61.297539149888145,34.42622950819672
2565631,677,484,398,77,81,35,357,47,21,56,10,0,19.293836349929,2.0615942028985508,Spain,82.23140495867769,15.909090909090908,73.7603305785124,44.680851063829785
2565631,756,293,233,61,34,20,213,66,15,45,11,1,19.478255301262354,4.564341085271318,Spain,79.5221843003413,20.819112627986346,72.6962457337884,22.727272727272727
2565632,674,380,326,71,46,25,253,47,14,49,16,4,20.809669988017156,2.6186440677966103,Spain,85.78947368421052,18.684210526315788,66.57894736842105,29.78723404255319
2565632,680,343,283,45,57,28,243,68,24,48,15,0,18.51566850421688,3.7455882352941177,Spain,82.5072886297376,13.119533527696792,70.8454810495627,35.294117647058826
2565633,675,594,516,83,65,36,423,64,12,41,14,2,18.529362728434993,2.0589496248660235,Spain,86.86868686868688,13.973063973063974,71.21212121212122,18.75
2565633,701,427,358,79,56,31,303,54,23,42,10,0,19.607283661367077,3.3615279672578446,Spain,83.8407494145199,18.501170960187356,70.96018735362998,42.592592592592595
2565634,684,565,506,79,65,30,395,63,17,40,10,1,19.19443065403391,2.4312573443008225,Spain,89.5575221238938,13.982300884955754,69.91150442477876,26.984126984126984
2565634,696,239,183,46,37,18,153,63,15,46,5,0,18.79831407546303,3.789279112754159,Spain,76.56903765690377,19.246861924686193,64.01673640167364,23.809523809523807
2565635,678,437,351,107,76,25,279,85,23,46,7,0,19.695720841959012,3.581423401688782,Spain,80.32036613272311,24.485125858123567,63.84439359267735,27.058823529411764
2565635,712,264,204,68,42,9,180,87,22,53,14,1,19.394571733311746,2.7960893854748603,Spain,77.27272727272727,25.757575757575758,68.18181818181817,25.287356321839084
2565636,687,546,477,104,75,30,393,46,29,56,14,1,20.414605048471724,1.1592920353982301,Spain,87.36263736263736,19.047619047619047,71.97802197802197,63.04347826086957
2565636,691,321,257,64,41,8,247,89,17,41,3,1,19.27329384058614,3.394453004622496,Spain,80.06230529595015,19.937694704049843,76.94704049844236,19.101123595505616
2565637,679,288,237,44,32,8,189,77,19,43,4,1,17.557029416355583,2.4054878048780486,Spain,82.29166666666666,15.277777777777779,65.625,24.675324675324674
2565637,692,615,542,81,80,32,455,54,16,40,15,0,18.415733625544,0.7018299246501615,Spain,88.13008130081302,13.170731707317074,73.98373983739837,29.629629629629626
2565638,674,397,311,87,54,24,289,65,26,48,6,1,19.141307398822068,3.2373333333333334,Spain,78.33753148614609,21.91435768261965,72.79596977329975,40.0
2565638,696,316,252,69,49,15,203,78,28,58,14,1,20.096946357549374,2.104734576757532,Spain,79.74683544303798,21.835443037974684,64.24050632911393,35.8974358974359
2565639,680,507,420,56,65,26,331,76,20,46,9,2,17.17757917721467,2.9056603773584904,Spain,82.84023668639054,11.045364891518737,65.28599605522683,26.31578947368421
2565639,712,287,207,67,58,22,217,75,36,60,7,0,18.089303334010022,4.949704142011834,Spain,72.12543554006969,23.34494773519164,75.60975609756098,48.0
2565640,683,292,238,42,43,20,230,66,26,40,12,1,17.185478771692143,1.975,Spain,81.5068493150685,14.383561643835616,78.76712328767124,39.39393939393939
2565640,692,535,473,71,47,17,371,55,13,41,8,1,17.630461065028868,3.1145833333333335,Spain,88.41121495327103,13.271028037383179,69.34579439252336,23.636363636363637
2565641,684,561,488,71,59,18,385,51,16,42,6,0,17.39206593413951,3.054083885209713,Spain,86.98752228163993,12.655971479500892,68.62745098039215,31.372549019607842
2565641,691,358,275,81,53,32,270,53,14,48,9,1,19.548464065625645,2.864705882352941,Spain,76.81564245810057,22.62569832402235,75.41899441340783,26.41509433962264
2565642,679,379,323,73,55,27,267,65,23,47,17,1,19.318586582105254,1.1540436456996148,Spain,85.22427440633246,19.261213720316622,70.44854881266491,35.38461538461539
2565642,682,455,374,52,50,22,282,70,22,42,11,1,17.090830943743807,2.7781818181818183,Spain,82.19780219780219,11.428571428571429,61.97802197802198,31.428571428571427
2565643,677,329,264,59,65,23,234,87,26,42,10,2,18.746716565194006,3.93205317577548,Spain,80.24316109422493,17.933130699088146,71.12462006079028,29.88505747126437
2565643,714,575,502,84,54,29,413,66,21,49,12,1,18.17444851174381,1.6598272138228942,Spain,87.30434782608695,14.608695652173914,71.82608695652173,31.818181818181817
2565644,675,532,447,61,59,52,328,63,20,54,14,1,17.369475157176385,3.312780269058296,Spain,84.02255639097744,11.466165413533833,61.65413533834586,31.746031746031743
2565644,756,323,267,62,42,22,226,79,30,39,15,2,20.30503781730206,2.0937042459736457,Spain,82.6625386996904,19.195046439628484,69.96904024767801,37.9746835443038
2565645,687,402,339,84,46,17,292,69,19,50,12,1,19.298017576733688,4.383248730964467,Spain,84.32835820895522,20.8955223880597,72.636815920398,27.536231884057973
2565645,698,305,234,91,65,38,227,80,32,53,7,1,21.066736657312926,3.641566265060241,Spain,76.72131147540983,29.836065573770494,74.42622950819671,40.0
2565646,695,234,158,50,40,14,175,79,16,58,3,2,18.05624107975045,4.951907131011609,Spain,67.52136752136752,21.367521367521366,74.78632478632478,20.253164556962027
2565646,701,575,486,121,92,37,425,54,26,58,13,1,20.826797643732625,1.5418933623503808,Spain,84.52173913043478,21.043478260869566,73.91304347826086,48.148148148148145
2565647,676,510,429,60,55,29,352,61,18,48,14,2,17.68896388612767,2.5812356979405036,Spain,84.11764705882354,11.76470588235294,69.01960784313725,29.508196721311474
2565647,678,331,258,68,66,32,231,78,31,43,17,0,20.881894881480008,1.2863309352517986,Spain,77.94561933534743,20.54380664652568,69.78851963746223,39.743589743589745
2565648,684,674,591,95,97,34,442,43,12,36,11,2,19.308205133163735,2.455775234131113,Spain,87.68545994065282,14.094955489614245,65.57863501483679,27.906976744186046
2565648,698,215,150,56,45,20,171,65,12,39,8,2,19.246482319810305,4.99412915851272,Spain,69.76744186046511,26.046511627906977,79.53488372093022,18.461538461538463
2565649,687,419,344,78,38,16,294,55,12,49,8,3,20.865058775553294,2.1266666666666665,Spain,82.10023866348448,18.615751789976134,70.16706443914082,21.818181818181817
2565649,701,397,313,78,73,22,298,79,27,55,10,1,20.185703066919952,3.5640326975476837,Spain,78.84130982367759,19.64735516372796,75.06297229219143,34.177215189873415
2565650,678,405,324,92,64,34,275,73,38,51,13,1,18.173651552575148,3.527431421446384,Spain,80.0,22.71604938271605,67.90123456790124,52.054794520547944
2565650,692,406,332,66,44,17,249,63,10,48,9,3,18.60159979053429,3.0617760617760617,Spain,81.77339901477832,16.25615763546798,61.330049261083744,15.873015873015872
2565651,691,446,381,60,59,24,308,45,17,66,8,0,18.037882832949414,2.803594351732991,Spain,85.42600896860986,13.452914798206278,69.05829596412556,37.77777777777778
2565651,696,249,204,65,35,13,179,77,24,37,16,1,19.73632658112832,2.4336569579288025,Spain,81.92771084337349,26.104417670682732,71.8875502008032,31.16883116883117
2565652,695,412,338,77,60,27,279,46,17,55,6,1,20.87416206119418,3.375,Spain,82.03883495145631,18.689320388349515,67.71844660194175,36.95652173913043
2565652,756,442,369,93,67,26,313,57,12,39,9,2,19.793938039022024,4.880952380952381,Spain,83.48416289592761,21.040723981900452,70.81447963800905,21.052631578947366
2565653,676,572,502,78,85,45,339,59,18,35,17,2,18.83637780119385,1.9686800894854586,Spain,87.76223776223776,13.636363636363635,59.265734265734274,30.508474576271187
2565653,680,519,446,66,64,19,346,101,21,36,8,1,17.590290865143906,3.290516206482593,Spain,85.9344894026975,12.716763005780345,66.66666666666666,20.792079207920793
2565654,682,469,367,85,70,37,337,71,30,53,11,2,19.129076036725483,2.3225419664268587,Spain,78.25159914712152,18.123667377398718,71.85501066098081,42.25352112676056
